"Site.No","SJAS.No","ENM.No","Site.Name","Room..","Box..","Level.Info","FS.No","Lot.No","Cat.No","Refire.txt","INAA.txt","Petrography.txt","Photography.txt","Vessel.Form","Vessel.Part","Wall.Thickness","Rim.Radius","Rim.Arc","Rim.Eversion","Exterior.Pigment","Interior.Pigment","Exterior.Surface","Interior.Surface","Vessel.Appendage","Use.Wear.Residue","Retooling.Modification","Temper","Paste","Slip","Tradition","Variety","Ware","SPECTYPT","Style","Count","Weight","Vessel.No","Comments"
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","415","TT2, C-2-3",191,6,24,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,7.9,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","415","TT2, C-1-2",192,5,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral/Organic","None","Slipped and painted","Plain","None","None","None","Augite diorite and Shale","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,6.1,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","415","TT2, C-0-0",193,3,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,4.4,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","415","TT2, C-2-3",194,4,33,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,11.1,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","415","TT2, C-2-3",194,6,25,"yes","No","No","No","Bowl","Rim",3.5,13,40,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,41.1,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","415","TT2, A-1-1",195,3,0,"No","No","No","No","Jar","Body",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Black Mesa",1,4.1,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","415","TT2, A-1-1",195,4,0,"No","No","No","No","Bowl","Body",5.9,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,11.9,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","414","TT3, C-2-3",197,4,0,"No","No","No","No","Ladle","Rim",0,5,40,0,"None","Mineral","Slipped","Slipped and painted","None","Rim abrasion","Shaping (grinding, flaking, etc.)","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,10.4,NA,"ground tabular object - 50%"
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","414","TT3, C-2-3",197,5,0,"No","No","No","No","Bowl","Rim",8.1,8,20,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,11.7,NA,"straight and squiggle hatchure"
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","414","TT3, C-2-3",197,8,0,"No","No","No","No","Olla","Rim",0,3,40,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,7.8,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","414","TT3, C-2-3",197,10,30,"yes","Yes","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sand","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,41.4,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","414","TT3, C-2-3, C-3-4",199,3,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,4.6,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",531,7,1,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,41.6,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",531,8,2,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral/Organic","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,106.3,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",531,9,3,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,90.2,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",531,10,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral/Organic","None","Slipped and painted","Plain","None","Sooting (both surfaces)","None","Crushed igneous rock and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,16.8,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",531,11,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,14.2,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",531,13,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,3.3,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",531,14,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Washy - Cibola","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,7,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",531,15,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","Strap","None","None","Augite Diorite and sherd","Animas Var. Light","Washy - Cibola","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,16.7,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",532,3,0,"No","No","No","No","Jar","Shoulder",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,7.1,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",532,5,0,"No","No","No","No","Bowl","Body",3.9,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,7.6,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",533,13,0,"No","No","No","No","Bowl","Rim",5.1,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,6.1,NA,"refits to FS 534 Lot 17"
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",533,15,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,7.7,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",534,16,7,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Animas Var. Dark","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",2,24.6,NA,"from same vessel; oxidised"
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",534,17,8,"yes","No","No","No","Bowl","Rim",4.4,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",2,29,NA,"refit to FS 533 Lot 13"
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",534,18,9,"yes","No","No","No","Ladle","Rim",0,6,140,0,"None","Mineral","Slipped","Slipped and painted","None","Rim abrasion","Multiple drill holes","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",3,46.1,NA,"refit"
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",534,20,0,"No","No","No","No","Bowl","Rim",5.6,7,44,0,"None","Mineral","Fillet w/ plain gray","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,7.7,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",534,21,0,"No","No","No","No","Bowl","Body",4.6,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,12.3,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",534,22,0,"No","No","No","No","Bowl","Rim",5.3,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Washy - Cibola","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,3.7,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",534,25,0,"No","No","No","No","Bowl","Rim",4.4,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Animas Var. Dark","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",1,14.6,NA,""
"LA 10724","SJAS 136","ENM 5107 & 5108","Hilltop","","3 of 6","A",534,26,0,"No","No","No","No","Bowl","Rim",3.9,10,37,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sand","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,25.5,NA,"vitrified"
